'101 Coffee Shop','http://www.the101coffeeshop.com/'
'Gardens of Taxco','http://www.thegardensoftaxco.com/'
'Garoo Roo Noodle','http://pho2000.com/'
'Gate of India','http://www.gateofindiala.com/'
'Gaucho Grill','http://www.gauchobrentwood.com/'
'Gaucho Grill','http://gauchogrillwh.com/'
'Gaylord India','http://www.gaylordla.com/'
'Genghis Cohen','http://www.genghiscohen.com/'
'George\'s Bar and Grill','http://www.georgesbardowney.com/'
'Matt Giamela\'s Lamplighter Submarine Sandwiches','http://www.giamelaslamplighter.com/'
'Giamela\'s Submarine Sandwiches','http://www.mattgiamela.com/'
'Gill\'s Indian Restaurant','http://www.gillsrestaurant.com/'
'Ginger Thai','http://www.gingerthaicuisine.com/'
'Gingergrass','http://www.gingergrass.com/'
'Gio Cucina Napoletana','http://giocucinanapoletana.com/'
'Giuseppe\'s Restaurant','http://www.momsfamouskitchen.com/'
'Global Cuisine by Gary Arabia','http://www.globalcuisineevents.com/'
'Gloria\'s Cafe','http://www.gloriascafela.com/'
'Golden China','http://www.culvercitygoldenchina.com/'
'Golden Gate Chinese','http://greenteachinesefood.com/'
'Golden Hunan Chinese','http://www.golden-hunan.com/'
'Golden Skewer','http://www.goldenskewer.com/'
'Golden Garden Wok','http://www.goldenwok818.com/'
'Leelin Bakery & Cafe','http://www.leelinbakerycafe.com/'
'Good Microbrew and Grill','http://www.goodmicrobrew.com/'
'Grafton on Sunset','http://www.graftononsunset.com/index.php'
'Grand Café','http://omnihotels.com/FindAHotel/LosAngelesCaliforniaPlaza/Dining.aspx'
'Granny\'s Donuts','http://chinaexpresstysons.com/'
'Great Greek','http://www.greatgreek.com/'
'Great India Cafe','http://www.greatindiacafe-ca.com/'
'Great Khans Mongolian','http://www.greatkhans.com/'
'Great Wall Chinese','http://www.greatwallbedford.com/'
'Greco New York Pizzaria','http://www.grecosnypizza.com/'
'Grecos New York Pizza','http://www.grecosnypizzeria.com/'
'Green Leaves Vegan','http://www.glvegan.com/'
'Greenblatt\'s Delicatessen','http://greenblattsdeli.com'
'Greenwich Village Pizza','http://www.greenwichvillagela.com/'
'Greenwich Village Pizzeria','http://losangeles.menupages.com/restaurants/greenwich-village-pizzeria-2/menu'
'The Griddle Cafe','http://www.thegriddlecafe.com/'
'The Grill on Hollywood','http://www.thegrill.com/'
'The Grill on the Alley','http://www.thegrill.com/'
'Grinder','http://www.grinderrestaurants.com/'
'Groundwork Coffee Company','http://www.groundworkcoffee.com/'
'Groundwork Coffee Company','http://www.groundworkcoffee.com/'
'Grub','http://www.grub-la.com/'
'Guelaguetza','http://www.ilovemole.com/'
'Guido\'s Los Angeles','http://www.guidosla.com/'
'Guido\'s Pizza & Pasta','http://www.guidospizzapacoima.com/'
'Guido\'s Pizza & Pasta','http://www.guidospizzaandpasta.com/'
'Guido\'s Pizza & Pasta','http://www.guidospizzawoodlandhills.com/'
'Guidos Pizza & Pasta','http://www.guidospizzaandpasta.com/'
'Gulfstream','http://www.hillstone.com/#/restaurants/gulfstream/'
'Gumbo Pot','http://www.thegumbopotla.com/'
'Gus\'s Drive-in','http://www.gussdi.com/'
'Gyu-Kaku','http://www.gyu-kaku.com/'
'Gyu-Kaku','http://www.gyu-kaku.com/'
'Gyu-Kaku','http://www.gyu-kaku.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'H Salt Esquire Fish & Chips','http://www.hsalt.com/'
'Haagen-Dazs','http://www.haagendazs.com/'
'Habibi Cafe','http://habibicafe.com/'
'Cahuenga General Store','http://www.cahuengageneralstore.com/'
'Hamasaku','http://www.hamasakula.com/'
'Charlie\'s Fish & Chips','http://www.fishachip.weebly.com/'
'Hamburger Hamlet','http://www.hamburgerhamlet.com/'
'Hamburger Mary\'s','http://www.hamburgermarysweho.com/'
'Hansen\'s Cakes','http://www.hansencakes.com'
'Harbor Deli','http://harbordentalcare.net/'
'Harold & Belle\'s','http://www.haroldandbellesrestaurant.com/'
'Headlines Diner & Press Club','http://www.headlinesdiner.com/'
'Healthyca','http://www.healthyca.us/'
'Hedley\'s','http://www.hedleysrestaurant.com/'
'Helena Wirth Cakes','http://www.helenawirthcakes.com/'
'Hi Pizza Italian Kitchen','http://www.hipizza.com/'
'Hide Sushi','http://www.hidesushi.com/'
'Hirozen','http://hirozen.com/'
'Hoagies & Wings - LA','http://hoagiesandwings.com/'
'Hodori','http://www.hodorirestaurants.com/'
'Hollywood Alwazir','http://www.alwazirchicken.com/'
'Home Restaurant','http://www.homerestaurantla.com/'
'HomeTown Buffet','http://www.buffet.com/index.htm'
'Homegirl Cafe','http://homegirlcafe.org/'
'HomeTown Buffet','http://www.hometownbuffet.com/'
'Honey\'s Kettle Restaurant & Bakery','http://www.honeyskettle.com/'
'Honeybaked Ham','http://www.honeybaked.com/'
'Honeybaked Ham','http://www.honeybaked.com/'
'Hong Kong','http://www.hongkongindy.com/'
'Hong Kong','http://www.hongkongindy.com/'
'Hong Kong 88 Chinese Cuisine','http://www.88menu.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'China Wok','http://www.chinawokla.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://hongkongharvard.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Hong Kong Express','http://www.hongkongexpress.com/'
'Hop Li','http://hoplirestaurant.com/'
'Hop Woo','http://www.hopwoowestla.com/'
'Hop Woo BBQ Seafood Restaurant','http://www.hopwoo.com/'
'Hornblower Cruises & Events','http://www.hornblower.com/home/mdr'
'Hot Dog on a Stick','http://www.hotdogonastick.com/'
'Hot Dog on a Stick','http://www.hotdogonastick.com/'
'Hot Dog on a Stick','http://www.hotdogonastick.com/'
'Hot Dog on a Stick','http://www.hotdogonastick.com/'
'Hot Oven','http://www.ilfornocaldo.com/'
'Hot Wings Cafe','http://www.hotwingscafe.net/Hot_Wings_on_Melrose.html'
'Hotel Cafe','http://www.hotelcafe.com/'
'Crossroads at The House of Blues','http://www.hob.com/'
'Chan Dara','http://www.chandararestaurants.com/'
'House of Donuts','http://hongkongexpress.com/'
'House of Pies','http://house-of-pies.net/'
'Hoy\'s Wok','http://www.hoyswok.com/'
'Hu\'s Szechwan','http://www.husrestaurant.com/'
'El Huarache Azteca #1','http://www.aztecamex.com/'
'Hugo\'s','http://www.hugosrestaurant.com/'
'Hugo\'s','http://www.hugosrestaurant.com/'
'Hugo\'s Tacos','http://www.hugostacos.com/'
'Humphrey Yogart','http://www.humphreyyogart.com/'
'The Hungry Cat','http://www.thehungrycat.com/'
'Hurry Curry of Tokyo','http://www.hurrycurryoftokyo.com/'
'Hyakumi','http://www.hyakumisushi.com/'
'Il Sogno Deli','http://ilsognodeli.com/'
'Il Capriccio on Vermont','http://www.ilcapriccioonvermont.com/'
'Il Cielo','http://www.ilcielo.com/'
'Il Fornaio','http://www.ilfornaio.com/'
'Il Forno Caldo','http://www.ilfornocaldo.com/'
'Il Moro','http://www.ilmoro.com/'
'Il Pastaio','http://www.celestinodrago.com/'
'Il Piccolino','http://ilpiccolinorestaurant.com/'
'Il Tiramisu','http://www.il-tiramisu.com/'
'Il Tramezzino','http://www.iltramezzino.com/'
'Il Tramezzino','http://www.iltram.net/'
'Hollywood Improv','http://hollywood.improv.com/'
'India Sweet House','http://isweethouse.com/'
'India Sweets & Spices','http://www.indiasweetsandspices.us/'
'India\'s Grill','http://www.indiasgrill.com/'
'India\'s Oven','http://www.laindiasoven.com/'
'India\'s Oven','http://www.indiasoven.com/'
'India\'s Tandoori','http://www.indiatandoorila.com/'
'India\'s Tandoori','http://www.indiastandooricuisine.com/'
'India\'s Tandoori','http://www.indiatandoorilosangeles.com/'
'Indochine Vien','http://www.indochinevien.com/'
'Industry Cafe & Jazz','http://www.industrycafeandjazz.com/'
'Inferno Kebabs','http://www.hoagiesandwings.com/zgrid/themes/10413/portal/index.jsp'
'Intelligentsia Coffee','http://www.intelligentsiacoffee.com/locations/view/Silver+Lake+Coffeebar/'
'The Irish Times Pub & Restaurant','http://www.theirishtimesla.com/'
'Irori Japanese','http://www.irorisushi.com/'
'Islands','http://www.islandsrestaurants.com/'
'Islands','http://www.islandsrestaurants.com/'
'Islands','http://www.islandsrestaurants.com/'
'Islands','http://www.islandsrestaurants.com/'
'Itacho','http://www.itachorestaurant.com/'
'Italia Bakery & Deli','http://www.italiabakeryanddeli.com/'
'Italian Pizza Kitchen','http://www.ipkonline.com/zgrid/proc/site/sitep.jsp'
'The Ivy','http://www.theivyrestaurant.com/'
'J.R.\'S Barbeque','http://www.jrs-bbq.com/'
'Jaipur Cuisine of India','http://www.jaipurla.com/'
'Jamaica\'s Cakes','http://www.jamaicascakes.com/'
'James\' Beach','http://www.jamesbeach.com/'
'Jar','http://www.thejar.com/'
'Jarin Thai Cuisine','http://www.jarinthai.com/'
'Java Juice','http://www.jambajuice.com/'
'Javan','http://javanrestaurant.com/'
'Jazz Bakery','http://www.jazzbakery.com/'
'Jerry\'s Famous Deli','http://www.jerrysfamousdeli.com/'
'Jerry\'s Famous Deli','http://www.jerrysfamousdeli.com/'
'Jerry\'s Famous Deli','http://www.jerrysfamousdeli.com/cgi-bin/cNc/showPage.plx?db=jerrysmenu&pid=30'
'Jerry\'s Pizzeria','http://www.jerrys-pizzeria.com/'
'Jerusalem Pita Grill','http://www.valleysub.com/home.html'
'Jim\'s','http://www.jimsrestaurants.com/'
'Jina\'s Pizza','http://www.jinaspizza.com/'
'Yong Kong','http://reddragonkitchen.com/'
'Jin Jiang Seafood','http://www.jinjiangrestaurant.com/'
'Jinky\'s Cafe','http://www.jinkys.com/'
'Jitlada Thai','http://www.jitladala.com/'
'Joan\'s on Third','http://www.joansonthird.com/'
'Jody Maroni\'s Sausage Kingdom','http://www.jodymaroni.com/'
'Jody Maroni\'s Sausage Kingdom','http://www.jodymaroni.com/index.php'
'Joe Peep\'s New York Pizza','http://www.joepeeps.com/'
'Joe\'s Restaurant','http://www.joesrestaurant.com/'
'John O\' Groats','http://johnogroats.us/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s New York Pizzeria','http://www.johnniesnypizza.com/'
'Johnnie\'s Pastrami','http://www.johnniespastrami.com/'
'Johnny Pacific','http://www.johnnypacificeats.com/'
'Johnny\'s Pastrami','http://www.johnniespastrami.com/home.html'
'Johnny\'s Shrimp Boat','http://www.johnnysshrimpboat.com/'
'Jones Hollywood','http://joneshollywood.com/'
'Joni\'s Coffee Roasting Cafe','http://www.joniscoffee.com/'
'Joselito\'s Mexican Food Tujunga','http://www.joselitostujunga.com/'
'Judy Dely\'s Pizza','http://www.judynveneziapizza.com/'
'Julie\'s Pizza','http://juliespizzeria.com/'
'K-Zo Japanese','http://www.k-zo.com/'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=18145%20Chatsworth%20St.,Granada%20Hills,CA'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=320%20West%20Beverly%20Road,Montebello,CA'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=4025%20Slauson%20Avenue,Maywood,CA'
'Kabab & More','http://www.grandcentralsquare.com/'
'Kabuki Japanese','http://www.kabukirestaurants.com/home.asp'
'Kabuki Japanese','http://www.kabukirestaurants.com/'
'Kalesa Grill','http://www.kalesagrillcatering.com/'
'Kanpai Sushi Bar and Grill','http://kanpai-sushi.net/'
'Karl Strauss Brewing Company','http://www.karlstrauss.com/breweryrestaurants/citywalk.html'
'Katsu-Ya','http://www.katsu-yagroup.com/katsuya_studio_city.html'
'Katsuya','http://katsuyarestaurant.com/'
'Kavar','http://www.kavarcatering.com/'
'Kelly\'s Coffee & Fudge Factory','http://www.kellyscoffee.com/'
'Kendall\'s Brasserie and Bar','http://www.patinagroup.com/'
'Khun Dang Thai','http://www.khundang.com/'
'Kien Giang Bakery','http://www.kgbakery.com/'
'Kifune Sushi Bar','http://kifune.com/'
'Kinara','http://kinaraspa.com/'
'Kinaree Thai Bistro','http://www.kinareethaibistro.com/'
'King Cole Pizza','http://kingcolepizza.com/'
'Kings Road Cafe','http://www.kingsroadcafe.com/'
'Kiriko','http://kirikosushi.com'
'Kiss Pizza','http://www.kisspizzadeli.com/index.html'
'Kitchen','http://www.thekitchen-silverlake.com/'
'Kobbler King','http://thekobblerking.com/'
'Koi','http://www.koirestaurant.com/'
'Izakaya By Mr Koji','http://www.mrkojis.com/index.html'
'Korean B-B-Q Plus','http://www.koreanbbqplustogo.com/'
'Kosher Pizza','http://www.pizza-station.com/'
'Koutoubia','http://www.koutoubiala.com/'
'Krazy Kabobs','http://krazykabobs.com/'
'Kung Pao Bistro','http://www.kpchinabistro.com/'
'Kung Pao Bistro','http://www.kpbistro.com/#/'
'Kura','http://www.kurasushisunset.com/'
'Kushiyu','http://www.kushiyurestaurant.com/'
'L & L Hawaiian BBQ','http://www.hawaiianbarbecue.com/'
'L & L Hawaiian BBQ','http://www.hawaiianbarbecue.com/'
'L & L Hawaiian BBQ','http://www.hawaiianbarbecue.com/'
'L a Best Pizza','http://lasbestpizza.net/'
'LA Pizza','http://lapizza.com/'
'L.A. Prime','http://www.thebonaventure.com/dining/la_prime.cfm'
'La Abeja Restaurant & Deli','http://laabejarestaurant.globalyp.net/'
'La Bohème','http://www.cafelaboheme.us/'
'La Bottega Marino','http://labottegausa.com/'
'La Brea Bakery','http://www.labreabakery.com/'
'La Bruschetta Ristorante','http://www.lbwestwood.com'
'Osteria La Buca','http://www.osterialabuca.com/'
'La Cabana','http://www.lacabanavenice.com'
'La Cabana','http://www.lacabanavenice.com'
'L.A. Café','http://www.thelacafe.com/'
'La Casita Mexicana','http://www.casitamex.com/home.html'
'La Central Bakery','http://www.eastlabakery.com/'
'La Conversation','http://laconversationcafe.com/'
'La Costa','http://www.lacostaburien.com/'
'La Dijonaise','http://www.ladijonaise.com/'
'La Dolce Vita','http://ladolcevitabeverlyhills.com/'
'La Fogata Mexican Restaurant','http://www.vivalafogata.com/'
'La Frite Cafe','http://www.lafritecafe.com/'
'La Gondola Kosher Restaurant and Catering','http://www.lagondola.com/'
'La Indiana Tamales','http://www.laindianatamales.com/'
'La Luz Del Dia','http://www.luzdeldia.com/'
'La Maria','http://www.lamariarestaurant.com/'
'La Mascota Bakery','http://lamascotabakery.com/'
'La Paella','http://www.usalapaella.com/'
'La Pinata','http://www.mexicandeli.iwarp.com/'
'La Pizza Loca','http://www.lapizzaloca.com/'
'La Pizza Loca','http://lapizzaloca.com/'
'La Pizza Loca','http://lapizzaloca.com/'
'La Poubelle','http://www.lapoubellebistro.com'
'La Provence Patisserie','http://www.laprovencecafe.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Salsa Fresh Mexican Grill','http://www.lasalsa.com/'
'La Scala','http://www.lascalabeverlyhills.com/'
'La Scala Presto','http://www.lascalabeverlyhills.com/index.html'
'La Serenata de Garibaldi','http://www.laserenataonline.com/'
'La Serenata de Garibaldi','http://laserenataonline.com/'
'La Strada International Deli','http://www.lastradaid.com/'
'Label\'s Table Deli','http://www.labelstabledeli.com/'
'Lala\'s','http://www.lalasgrill.com/'
'Lala\'s Grill','http://www.lalasgrill.com/'
'Lamonica\'s New York Pizza','http://www.lamonicasnypizza.com/'
'Los Angeles New York Pizza','http://www.lanypizza.com/'
'Langer\'s Deli','http://www.langersdeli.com/'
'Larchmont Delicatessen','http://www.larchmont-deli.com/'
'The Larchmont','http://www.thelarchmont.com/'
'Las Anitas','http://www.lasanitas.com/'
'Las Cazuelas','http://www.lascazuelas-la.com/'
'Las Cazuelas','http://www.lascazuelas-la.com/'
'Las Dunas','http://www.lasdunasrestaurant.com/'
'Las Fuentes','http://www.lasfuentes.com/'
'Las Galas','http://www.Lasgalas1.com/'
'Las Hadas','http://www.lashadasrestaurant.com'
'Las Maracas','http://lasmaracascafe.com/'
'Las Palmas','http://www.laspalmasstl.com/'
'Las Playas Mariscos Frescos','http://www.las-playas.com/'
'Las Ranas','http://lostreshermanos.com/'
'Las Villas','http://www.lasvillasinc.com/'
'Lawry\'s The Prime Rib','http://www.lawrysonline.com/'
'Le Chine Wok','http://www.lechinewokbelair.com'
'Le Pain Quotidien','http://www.lepainquotidien.com/'
'Le Pain Quotidien','http://www.lepainquotidien.com/'
'Le Pain Quotidien','http://www.lepainquotidien.com/'
'Le Pain Quotidien','http://www.lepainquotidien.com/'
'Le Petit Restaurant','http://www.lepetitrestaurant.net/'
'Le Petit Bistro','http://www.lepetitbistro.us/'
'Le Petit Chateau','http://www.lepetitchateau.org/'
'Le Petit Four','http://www.lepetitfour.net/'
'Le Petit Greek','http://www.lepetitgreek.com/'
'Le Petit Jardin','http://www.lepetitjardinbistro.com'
'Le Saigon','http://lesaigoncuisine.com'
'Le Sanglier French','http://www.lesanglierrestaurant.com/'
'Leela Thai','http://www.leelathaila.com/'
'Lemongrass Thai Chinese','http://lemongrass-thai.com/'
'Leonor\'s Mexican Food','http://leonorsvegetarian.com/'
'Leonor\'s Vegetarian','http://leonorsvegetarian.com/'
'Les Sisters Southern Kitchen','http://www.lessisters.com/'
'Library Bar','http://www.librarybarla.com/'
'Lido Pizza','http://www.chichispizza.com/'
'Liliya China Bistro','http://www.liliyachinabistro.com/'
'Little Bar','http://www.littlebarlounge.com/home'
'Little Cafe','http://www.littlecafetarzana.com/Home.html'
'Little China','http://littlechinala.media38.com/'
'The Little Door','http://thelittledoor.com/'
'Little Next Door','http://littlenextdoor.com/'
'Little Siam','http://www.littlesiamwesthills.com/'
'Little Siam Thai Cuisine','http://www.littlesiamvannuys.com/LITTLE_SIAM/Welcome.html'
'Locanda Veneta','http://www.locandaveneta.net/'
'Lollicup','http://www.lollicup.com/'
'Lollicup','http://www.lollicup.com/'
'Loose Leaf','http://www.eatlooseleaf.com/'
'Barbianca Local Kitchen','http://www.hotelmdr.com/barbianca-marina-del-rey-restaurants.php'
'Los Balcones Del Peru','http://www.losbalconesperu.com/'
'Los Burritos','http://losburritosinc.com/'
'Los Pastores Mexican Food','http://picopicarico.com/'
'Los Toros Bar & Cantina','http://www.lostoros.com/'
'Loteria Grill','http://www.loteriagrill.com/loteriagrill-farmersmarket'
'Lotus Inn China Bistro','http://www.lotusinn-chinabistro.com/'
'Louigi\'s Italian Kitchen','http://louigisitalian.com/'
'Louise\'s Trattoria','http://www.louises.com/'
'Louise\'s Trattoria','http://www.louises.com/'
'Lucia\'s Pizza','http://luciascafe.com/default.aspx'
'Lucia\'s Pizza','http://www.luciapizza.com/'
'Lucky\'s Tavern','http://www.luckys-tavern.com/'
'Lucky Strike Lanes & Lounge','https://bowlluckystrike.com'
'Lucques','http://www.lucques.com/'
'Lucy\'s Bakery','http://sites.google.com/site/lucysbakeryineastlosangeles/'
